fig	hash	detector	severity	detail
wojewodzki_2015_podlaskie_sp_q20_fig1.png	6c325a39	prose-inside	med	'Ile czasu poświęcasz dziennie na korzystanie z Internetu?'
wojewodzki_2016_podlaskie_q18_fig1.png	4fb0030c	prose-inside	med	'lubię lody z bitą śmietaną'
wojewodzki_2016_podlaskie_q18_fig1.png	4fb0030c	prose-inside	med	'lubię lody z owocami'
wojewodzki_2016_podlaskie_q18_fig1.png	4fb0030c	prose-inside	med	'nie lubię ani lodów z bitą śmietaną,'
wojewodzki_2016_podlaskie_q18_fig1.png	4fb0030c	prose-inside	med	'ani z owocami'
wojewodzki_2019-2020_wielkopolskie_q24_fig1.png	ee037698	prose-inside	med	'Ogniem i mieczem'
wojewodzki_2019-2020_wielkopolskie_q24_fig1.png	ee037698	prose-inside	med	'Ogniem i mieczem'
wojewodzki_2019-2020_wielkopolskie_q24_fig1.png	ee037698	prose-inside	med	'Pan Wołodyjowski'
wojewodzki_2022-2023_swietokrzyskie_q13_fig1.png	93a7b1fb	prose-inside	med	'rys. 1                                                      '
wojewodzki_2022-2023_warminsko-mazurskie_q15_fig1.png	d3fe7688	prose-inside	med	'Masa aronii w kg'
wojewodzki_2024_dolnoslaskie_q2_fig1.png	6a98fcb2	prose-inside	med	'Czwartek'
wojewodzki_2024_lubelskie_q11_fig1.png	33b5c01e	prose-inside	med	'𝐴                             𝐵            𝐶                '
wojewodzki_2025_mazowieckie_q3_fig1.png	047b79e2	prose-inside	med	'Prezent dla mamy                                Prezent dla '
wojewodzki_2025_podlaskie_q17_fig1.png	39a04706	prose-inside	med	'w stosunku do zatrudnienia ogółem'
rejonowy_2010_podkarpackie_gim_q1_fig1.png	425fcbf9	stranded-label	med	'Oblicz:' 0px outside
rejonowy_2010_podkarpackie_gim_q3_fig1.png	fc49efe8	stranded-label	med	'⎟⎟' 85px outside
rejonowy_2010_podkarpackie_gim_q3_fig1.png	fc49efe8	stranded-label	med	'⎠' 63px outside
rejonowy_2010_podkarpackie_gim_q3_fig1.png	fc49efe8	stranded-label	med	'⎜⎜' 85px outside
rejonowy_2010_podkarpackie_gim_q3_fig1.png	fc49efe8	stranded-label	med	'⎝' 64px outside
rejonowy_2012-2013_malopolskie_q3_fig1.png	dbfcf885	stranded-label	med	'\uf0f8' 92px outside
rejonowy_2012-2013_malopolskie_q3_fig1.png	dbfcf885	stranded-label	med	'\uf0e8' 92px outside
rejonowy_2012-2013_malopolskie_q3_fig1.png	dbfcf885	stranded-label	med	'\uf0e6\uf02d14' 96px outside
rejonowy_2012-2013_malopolskie_q3_fig1.png	dbfcf885	stranded-label	med	'\uf0e8' 92px outside
rejonowy_2012-2013_malopolskie_q3_fig1.png	dbfcf885	stranded-label	med	'\uf0e6\uf02d14' 96px outside
rejonowy_2012-2013_malopolskie_q4_fig1.png	19f19977	stranded-label	med	'Wybierz zdanie fałszywe:' 0px outside
rejonowy_2012-2013_slaskie_q17_fig1.png	20416ca7	stranded-label	med	'Państwo' 49px outside
rejonowy_2012_podkarpackie_q16_fig1.png	742d18c7	stranded-label	med	'D: 60 cm' 69px outside
rejonowy_2012_podkarpackie_q18_fig1.png	8444077b	stranded-label	med	'D:' 29px outside
rejonowy_2014-2015_malopolskie_q13_fig1.png	2535c3eb	stranded-label	med	'cm ?' 59px outside
rejonowy_2015_podlaskie_gim_q18_fig1.png	f0fee137	stranded-label	med	'3 z 7' 28px outside
rejonowy_2017_podkarpackie_q13_fig1.png	9fbe9439	stranded-label	med	'P' 93px outside
rejonowy_2017_podkarpackie_q13_fig1.png	9fbe9439	stranded-label	med	'F' 93px outside
rejonowy_2017_podlaskie_q21_fig1.png	72065534	stranded-label	med	'trapezu' 14px outside
rejonowy_2019-2020_slaskie_q1_fig1.png	6bd8c642	stranded-label	med	'e) Wynik działania' 21px outside
rejonowy_2019-2020_slaskie_q1_fig1.png	6bd8c642	stranded-label	med	'g)' 21px outside
rejonowy_2019-2020_slaskie_q1_fig1.png	6bd8c642	stranded-label	med	'16  liczby 64.' 74px outside
rejonowy_2019-2020_slaskie_q1_fig1.png	6bd8c642	stranded-label	med	'\uf028' 74px outside
rejonowy_2019-2020_slaskie_q1_fig1.png	6bd8c642	stranded-label	med	'x' 90px outside
rejonowy_2019_lubuskie_q26_fig1.png	90d565c5	stranded-label	med	'b)  5π' 78px outside
rejonowy_2020-2021_slaskie_q14_fig1.png	1371c2e4	stranded-label	med	'są' 36px outside
rejonowy_2020-2021_slaskie_q1_fig1.png	091ae586	stranded-label	med	'a \uf03d' 81px outside
rejonowy_2020-2021_slaskie_q1_fig1.png	091ae586	stranded-label	med	'j)' 26px outside
rejonowy_2020-2021_slaskie_q1_fig1.png	091ae586	stranded-label	med	'729  liczby 66.' 83px outside
rejonowy_2020-2021_slaskie_q1_fig1.png	091ae586	stranded-label	med	'\uf028' 80px outside
rejonowy_2020-2021_slaskie_q1_fig1.png	091ae586	stranded-label	med	'x' 96px outside
rejonowy_2020_dolnoslaskie_q9_fig1.png	bf602843	stranded-label	med	'WPISZ SWÓJ KOD' 38px outside
rejonowy_2020_lubuskie_q23_fig1.png	25e39cd7	stranded-label	med	'a) 11,25' 29px outside
rejonowy_2020_lubuskie_q23_fig1.png	25e39cd7	stranded-label	med	'b) 11' 29px outside
rejonowy_2020_podlaskie_q19_fig1.png	dafd3a3b	stranded-label	med	':' 43px outside
rejonowy_2020_podlaskie_q19_fig1.png	dafd3a3b	stranded-label	med	'108' 47px outside
rejonowy_2020_podlaskie_q5_fig1.png	4303a3dd	stranded-label	med	'F' 31px outside
rejonowy_2021-2022_malopolskie_q12_fig1.png	61854ca3	stranded-label	med	'tego' 0px outside
rejonowy_2021-2022_malopolskie_q16_fig1.png	c649e986	stranded-label	med	'10p' 90px outside
rejonowy_2021-2022_slaskie_q1_fig1.png	f9224bcd	stranded-label	med	'1)' 17px outside
rejonowy_2021-2022_slaskie_q1_fig1.png	f9224bcd	stranded-label	med	'2)' 17px outside
rejonowy_2021-2022_slaskie_q1_fig1.png	f9224bcd	stranded-label	med	'3)' 17px outside
rejonowy_2021-2022_slaskie_q1_fig1.png	f9224bcd	stranded-label	med	'4)' 17px outside
rejonowy_2021-2022_slaskie_q1_fig1.png	f9224bcd	stranded-label	med	'równania: \uf028' 81px outside
rejonowy_2021-2022_slaskie_q1_fig1.png	f9224bcd	stranded-label	med	'5)' 17px outside
rejonowy_2021-2022_slaskie_q1_fig1.png	f9224bcd	stranded-label	med	'6)' 17px outside
rejonowy_2021-2022_slaskie_q1_fig1.png	f9224bcd	stranded-label	med	'7)' 17px outside
rejonowy_2021-2022_slaskie_q1_fig1.png	f9224bcd	stranded-label	med	'8)' 17px outside
rejonowy_2021-2022_slaskie_q1_fig1.png	f9224bcd	stranded-label	med	'9)' 17px outside
rejonowy_2021-2022_slaskie_q1_fig1.png	f9224bcd	stranded-label	med	'10) NWW(15, 42).' 9px outside
rejonowy_2021_podkarpackie_q13_fig1.png	ee3a2ace	stranded-label	med	'F' 63px outside
rejonowy_2021_podkarpackie_q13_fig1.png	ee3a2ace	stranded-label	med	'F' 63px outside
rejonowy_2021_podkarpackie_q13_fig1.png	ee3a2ace	stranded-label	med	'F' 63px outside
rejonowy_2021_podkarpackie_q13_fig1.png	ee3a2ace	stranded-label	med	'F' 63px outside
rejonowy_2022-2023_malopolskie_q16_fig1.png	669ca78c	stranded-label	med	'(patrz' 11px outside
rejonowy_2022-2023_slaskie_q1_fig1.png	eac2455f	stranded-label	med	'r) NWD(462, 1820)' 56px outside
rejonowy_2022_dolnoslaskie_q12_fig1.png	925795f3	stranded-label	med	'(patrz' 93px outside
rejonowy_2023-2024_slaskie_q1_fig1.png	eba7e119	stranded-label	med	'a) NWW(30, 105)' 35px outside
rejonowy_2023_kujawsko-pomorskie_q11_fig1.png	39f8ab0d	stranded-label	med	'rę:' 22px outside
rejonowy_2024-2025_slaskie_q1_fig1.png	cbda9d6e	stranded-label	med	'c) Wartość 𝑁𝑊𝐷(27,144)' 38px outside
rejonowy_2024_dolnoslaskie_q8_fig1.png	7c865f65	stranded-label	med	'KOD ________________' 12px outside
rejonowy_2024_dolnoslaskie_q9_fig1.png	f3f9a00e	stranded-label	med	'T' 82px outside
rejonowy_2024_dolnoslaskie_q9_fig1.png	f3f9a00e	stranded-label	med	'T' 92px outside
rejonowy_2024_lodzkie_q5_fig1.png	86d8dd9b	stranded-label	med	'oblicz x.' 42px outside
rejonowy_2025-2026_pomorskie_q8_fig1.png	daed5883	stranded-label	med	'enia i śmierci.' 11px outside
rejonowy_2025-2026_wielkopolskie_q10_fig1.png	86e3f622	stranded-label	med	'działaniach arytmetycznych.' 48px outside
rejonowy_2025_lodzkie_q1_fig1.png	d3431f5d	stranded-label	med	'\uf0b7' 78px outside
rejonowy_2025_mazowieckie_q5_fig1.png	15913d5a	stranded-label	med	'o' 13px outside
rejonowy_2025_mazowieckie_q5_fig1.png	15913d5a	stranded-label	med	'trójkąt' 12px outside
rejonowy_2025_podkarpackie_q5_fig1.png	d3cb6c0a	stranded-label	med	'BC' 32px outside
rejonowy_2025_podkarpackie_q9_fig1.png	3aa10394	stranded-label	med	'6cm' 30px outside
rejonowy_2026_dolnoslaskie_q2_fig1.png	9943cace	stranded-label	med	'boku.' 16px outside
rejonowy_2026_podkarpackie_q3_fig1.png	4aa16233	stranded-label	med	'ma miarę ……………………' 45px outside
szkolny_2010-2011_slaskie_q15_fig1.png	ff62bcd2	stranded-label	med	'KLMN' 97px outside
szkolny_2010-2011_slaskie_q15_fig1.png	ff62bcd2	stranded-label	med	'KM,' 97px outside
szkolny_2013-2014_malopolskie_q6_fig1.png	4eb8fe96	stranded-label	med	'figury:' 12px outside
szkolny_2016_podlaskie_q21_fig1.png	49ae7cc1	stranded-label	med	'Odpowiedź:……………………………………………………………………………………' 36px outside
szkolny_2017-2018_malopolskie_q16_fig1.png	446b810d	stranded-label	med	'm  asfaltu.' 28px outside
szkolny_2018-2019_zachodniopomorskie_q11_fig1.png	cdfb9fcf	stranded-label	med	'E.' 23px outside
szkolny_2018-2019_zachodniopomorskie_q11_fig1.png	cdfb9fcf	stranded-label	med	'o' 41px outside
szkolny_2018-2019_zachodniopomorskie_q11_fig1.png	cdfb9fcf	stranded-label	med	'E. 4' 3px outside
szkolny_2018_podkarpackie_q18_fig1.png	82478eca	stranded-label	med	'cm' 4px outside
szkolny_2019-2020_swietokrzyskie_q15_fig1.png	05009055	stranded-label	med	'oraz' 14px outside
szkolny_2019_mazowieckie_q7_fig1.png	866a6ea4	stranded-label	med	'4  powierzchni rombu.' 64px outside
szkolny_2019_mazowieckie_q7_fig1.png	866a6ea4	stranded-label	med	'3  powierzchni' 64px outside
szkolny_2019_podlaskie_q16_fig1.png	d341a8c1	stranded-label	med	'cm' 93px outside
szkolny_2019_podlaskie_q16_fig1.png	d341a8c1	stranded-label	med	'cm' 89px outside
szkolny_2020-2021_pomorskie_q1_fig1.png	c1e769fd	stranded-label	med	'°,α ,35' 80px outside
szkolny_2020-2021_pomorskie_q1_fig1.png	c1e769fd	stranded-label	med	'°,α.' 18px outside
szkolny_2020-2021_pomorskie_q1_fig1.png	c1e769fd	stranded-label	med	'°' 47px outside
szkolny_2020_dolnoslaskie_q10_fig1.png	d4c70b36	stranded-label	med	'x,' 20px outside
szkolny_2020_dolnoslaskie_q10_fig1.png	d4c70b36	stranded-label	med	'y,' 76px outside
szkolny_2020_dolnoslaskie_q23_fig1.png	8c878ac6	stranded-label	med	'jest równa …………………stopni.' 11px outside
szkolny_2020_podlaskie_q13_fig1.png	23cfd749	stranded-label	med	'\uf03d' 81px outside
szkolny_2021-2022_pomorskie_q3_fig1.png	0ba21245	stranded-label	med	'Imię i nazwisko…………………………………………………………….' 37px outside
szkolny_2021-2022_pomorskie_q4_fig1.png	b0b1b132	stranded-label	med	'Imię i nazwisko…………………………………………………………….' 73px outside
szkolny_2021-2022_wielkopolskie_q18_fig1.png	35f2a6d5	stranded-label	med	'Rys.' 22px outside
szkolny_2022-2023_malopolskie_q10_fig1.png	41df0ace	stranded-label	med	'otrzymując pięciokąt ABCED.' 59px outside
szkolny_2022-2023_swietokrzyskie_q10_fig1.png	3fe349b4	stranded-label	med	'każdą' 0px outside
szkolny_2022_dolnoslaskie_q19_fig1.png	4cfa27ac	stranded-label	med	'i' 12px outside
szkolny_2022_dolnoslaskie_q19_fig1.png	4cfa27ac	stranded-label	med	'. Kąt' 12px outside
szkolny_2023-2024_zachodniopomorskie_q11_fig1.png	e2420d61	stranded-label	med	'𝑆 + 𝑎' 93px outside
szkolny_2023-2024_zachodniopomorskie_q11_fig1.png	e2420d61	stranded-label	med	'𝑆 − 𝑘' 57px outside
szkolny_2023-2024_zachodniopomorskie_q11_fig1.png	e2420d61	stranded-label	med	'𝑆(1 − 𝑎)' 93px outside
szkolny_2023-2024_zachodniopomorskie_q11_fig1.png	e2420d61	stranded-label	med	'1 − 𝑘' 57px outside
szkolny_2023_podlaskie_q5_fig1.png	3824057b	stranded-label	med	'2 z 8' 41px outside
szkolny_2024-2025_malopolskie_q6_fig1.png	ad68ccb5	stranded-label	med	',' 73px outside
szkolny_2024-2025_malopolskie_q6_fig1.png	ad68ccb5	stranded-label	med	'𝐴𝐵𝐶' 81px outside
szkolny_2024-2025_malopolskie_q7_fig1.png	241c6b6a	stranded-label	med	'𝐴                                                             𝐵' 45px outside
szkolny_2024-2025_malopolskie_q7_fig1.png	241c6b6a	stranded-label	med	'𝑥+ 1' 0px outside
szkolny_2024_mazowieckie_q5_fig1.png	01c67824	stranded-label	med	'całej' 0px outside
szkolny_2024_podlaskie_q1_fig1.png	e451a641	stranded-label	med	'ଵଶ' 32px outside
szkolny_2024_podlaskie_q1_fig1.png	e451a641	stranded-label	med	'ହ?' 0px outside
szkolny_2024_podlaskie_q5_fig1.png	3344d087	stranded-label	med	'ଵସ' 97px outside
szkolny_2024_podlaskie_q5_fig1.png	3344d087	stranded-label	med	'ଵ\u0b34ହ' 61px outside
szkolny_2024_podlaskie_q5_fig1.png	3344d087	stranded-label	med	'ଵ' 88px outside
szkolny_2024_podlaskie_q5_fig1.png	3344d087	stranded-label	med	'ହ+' 54px outside
szkolny_2024_podlaskie_q5_fig1.png	3344d087	stranded-label	med	'\u0b3a' 88px outside
szkolny_2024_podlaskie_q5_fig1.png	3344d087	stranded-label	med	'ଵହ' 54px outside
szkolny_2025-2026_wielkopolskie_q10_fig1.png	707a888d	stranded-label	med	'wynosi:' 96px outside
szkolny_2025_lodzkie_q6_fig2.png	de92df76	stranded-label	med	'~' 51px outside
szkolny_2025_lodzkie_q6_fig2.png	de92df76	stranded-label	med	'T 3.' 32px outside
szkolny_2026_dolnoslaskie_q15_fig1.png	307e8528	stranded-label	med	'𝟐,  𝟐' 58px outside
szkolny_2026_dolnoslaskie_q7_fig1.png	4792232d	stranded-label	med	'kwadrat' 68px outside
szkolny_2026_dolnoslaskie_q7_fig1.png	4792232d	stranded-label	med	'𝑷' 8px outside
szkolny_2026_kujawsko-pomorskie_q13_fig1.png	f3461a10	stranded-label	med	'oraz' 72px outside
szkolny_2026_kujawsko-pomorskie_q13_fig1.png	f3461a10	stranded-label	med	'kąty' 95px outside
szkolny_2026_podkarpackie_q5_fig1.png	29701ebc	stranded-label	med	'mają' 6px outside
szkolny_2026_podkarpackie_q5_fig1.png	29701ebc	stranded-label	med	', przy' 6px outside
szkolny_2026_podkarpackie_q5_fig1.png	29701ebc	stranded-label	med	'ABC' 23px outside
szkolny_2026_podkarpackie_q5_fig1.png	29701ebc	stranded-label	med	'D E' 14px outside
szkolny_2026_podkarpackie_q5_fig1.png	29701ebc	stranded-label	med	'L' 88px outside
szkolny_2026_podkarpackie_q8_fig1.png	e5db2a48	stranded-label	med	'i ￼' 98px outside
szkolny_2026_podkarpackie_q8_fig1.png	e5db2a48	stranded-label	med	'5cm' 44px outside
szkolny_2026_podkarpackie_q8_fig1.png	e5db2a48	stranded-label	med	'AJ' 48px outside
wojewodzki_2010-2011_slaskie_q2_fig2.png	eb461028	stranded-label	med	'naleŜy przycisnąć' 14px outside
wojewodzki_2011_podkarpackie_q5_fig1.png	c44f590e	stranded-label	med	'diagram' 46px outside
wojewodzki_2011_podkarpackie_q5_fig1.png	c44f590e	stranded-label	med	'jaki' 46px outside
wojewodzki_2011_podkarpackie_q5_fig1.png	c44f590e	stranded-label	med	'procent' 46px outside
wojewodzki_2011_podkarpackie_q5_fig1.png	c44f590e	stranded-label	med	'całej' 46px outside
wojewodzki_2012_podlaskie_sp_q9_fig1.png	07e8286f	stranded-label	med	'Odpowiedź:' 81px outside
wojewodzki_2012_podlaskie_sp_q9_fig1.png	07e8286f	stranded-label	med	'1m' 0px outside
wojewodzki_2013_podlaskie_gim_q8_fig1.png	e4987214	stranded-label	med	'−' 62px outside
wojewodzki_2013_podlaskie_gim_q8_fig1.png	e4987214	stranded-label	med	'x' 87px outside
wojewodzki_2015_podkarpackie_q21_fig1.png	d15cd8dc	stranded-label	med	'pudełko' 87px outside
wojewodzki_2015_podkarpackie_q5_fig1.png	72cd2077	stranded-label	med	'h                                   B.' 84px outside
wojewodzki_2015_podlaskie_sp_q23_fig1.png	eb9d5adf	stranded-label	med	'ź.)' 21px outside
wojewodzki_2016_podlaskie_q3_fig1.png	11b6e6a8	stranded-label	med	'Rys. pomocniczy' 32px outside
wojewodzki_2017-2018_zachodniopomorskie_q6_fig1.png	6492e0fa	stranded-label	med	'części.' 18px outside
wojewodzki_2018-2019_slaskie_q1_fig1.png	44c3ad4c	stranded-label	med	'na minutę .' 0px outside
wojewodzki_2018-2019_zachodniopomorskie_q17_fig1.png	574842ba	stranded-label	med	'BC' 23px outside
wojewodzki_2018-2019_zachodniopomorskie_q17_fig1.png	574842ba	stranded-label	med	'AB \uf03d' 23px outside
wojewodzki_2018-2019_zachodniopomorskie_q19_fig1.png	5aec9449	stranded-label	med	'CE' 95px outside
wojewodzki_2018-2019_zachodniopomorskie_q19_fig1.png	5aec9449	stranded-label	med	'AE \uf03d' 95px outside
wojewodzki_2018-2019_zachodniopomorskie_q19_fig1.png	5aec9449	stranded-label	med	'oraz' 95px outside
wojewodzki_2019-2020_slaskie_q13_fig1.png	58d839e5	stranded-label	med	'\uf0a2\uf0a2\uf0a2' 18px outside
wojewodzki_2019-2020_wielkopolskie_q20_fig1.png	837be7a1	stranded-label	med	'równa:………..' 12px outside
wojewodzki_2019-2020_wielkopolskie_q26_fig1.png	09f3593f	stranded-label	med	'pod kątem 60°.' 14px outside
wojewodzki_2019_lubuskie_q14_fig1.png	2f63dbdf	stranded-label	med	'd) 7,50 zł' 18px outside
wojewodzki_2019_lubuskie_q18_fig1.png	d09fa5ef	stranded-label	med	'c) (5; 10)' 33px outside
wojewodzki_2019_lubuskie_q18_fig1.png	d09fa5ef	stranded-label	med	'd) (5; -4)' 33px outside
wojewodzki_2019_podlaskie_q12_fig1.png	a56c8e7d	stranded-label	med	'\uf03d' 98px outside
wojewodzki_2019_podlaskie_q12_fig1.png	a56c8e7d	stranded-label	med	',' 53px outside
wojewodzki_2019_podlaskie_q12_fig1.png	a56c8e7d	stranded-label	med	'AD' 0px outside
wojewodzki_2020-2021_malopolskie_q11_fig1.png	b6a13bee	stranded-label	med	'3p' 23px outside
wojewodzki_2020-2021_slaskie_q13_fig1.png	65ed19d7	stranded-label	med	'-' 15px outside
wojewodzki_2020-2021_slaskie_q1_fig1.png	72b2c476	stranded-label	med	'c) N' 42px outside
wojewodzki_2020-2021_slaskie_q1_fig1.png	72b2c476	stranded-label	med	'f)' 42px outside
wojewodzki_2020-2021_slaskie_q1_fig1.png	72b2c476	stranded-label	med	'g)' 42px outside
wojewodzki_2020-2021_slaskie_q1_fig1.png	72b2c476	stranded-label	med	'h)' 42px outside
wojewodzki_2020-2021_slaskie_q1_fig1.png	72b2c476	stranded-label	med	'i)' 42px outside
wojewodzki_2020-2021_slaskie_q1_fig1.png	72b2c476	stranded-label	med	'j)   1' 42px outside
wojewodzki_2020-2021_slaskie_q1_fig1.png	72b2c476	stranded-label	med	'k)' 42px outside
wojewodzki_2020-2021_slaskie_q1_fig1.png	72b2c476	stranded-label	med	'l)' 42px outside
wojewodzki_2020-2021_slaskie_q1_fig1.png	72b2c476	stranded-label	med	'm)' 42px outside
wojewodzki_2020-2021_slaskie_q1_fig1.png	72b2c476	stranded-label	med	'o)' 42px outside
wojewodzki_2020-2021_slaskie_q1_fig1.png	72b2c476	stranded-label	med	'p)' 42px outside
wojewodzki_2020-2021_slaskie_q1_fig1.png	72b2c476	stranded-label	med	'q)' 42px outside
wojewodzki_2020-2021_slaskie_q1_fig1.png	72b2c476	stranded-label	med	'r)' 42px outside
wojewodzki_2020-2021_slaskie_q1_fig1.png	72b2c476	stranded-label	med	's)' 42px outside
wojewodzki_2020-2021_slaskie_q1_fig1.png	72b2c476	stranded-label	med	't)' 42px outside
wojewodzki_2020-2021_slaskie_q1_fig1.png	72b2c476	stranded-label	med	'u)' 42px outside
wojewodzki_2020-2021_wielkopolskie_q24_fig1.png	98712b34	stranded-label	med	'pod kątem 60°.' 66px outside
wojewodzki_2020_mazowieckie_q8_fig1.png	c9ffed7d	stranded-label	med	'3 \uf02b' 35px outside
wojewodzki_2021_lubuskie_q19_fig1.png	90bbba67	stranded-label	med	'3+ √3' 10px outside
wojewodzki_2021_podlaskie_q2_fig1.png	533751fd	stranded-label	med	'2 𝑥−2) (' 95px outside
wojewodzki_2021_podlaskie_q2_fig1.png	533751fd	stranded-label	med	'2 𝑥−2)' 95px outside
wojewodzki_2021_podlaskie_q2_fig1.png	533751fd	stranded-label	med	'4 𝑥−2) (𝑥−2)' 35px outside
wojewodzki_2021_podlaskie_q9_fig1.png	84cdc834	stranded-label	med	'4 𝑘2𝐻' 33px outside
wojewodzki_2021_podlaskie_q9_fig1.png	84cdc834	stranded-label	med	'\uf070' 35px outside
wojewodzki_2022_lubuskie_q10_fig1.png	33fef160	stranded-label	med	'ściany' 31px outside
wojewodzki_2022_lubuskie_q20_fig1.png	56f3f378	stranded-label	med	'miejsca tabeli.' 79px outside
wojewodzki_2022_podlaskie_q19_fig1.png	1f297bf6	stranded-label	med	'2.' 64px outside
wojewodzki_2023-2024_malopolskie_q15_fig2.png	9343a0fd	stranded-label	med	'pięciu' 37px outside
wojewodzki_2023-2024_malopolskie_q9_fig1.png	08c2c45b	stranded-label	med	'E.  nieskończenie wiele' 67px outside
wojewodzki_2023-2024_slaskie_q1_fig1.png	90cee0dd	stranded-label	med	'Źródło rys.: https://www.geogebra.org/m/HYpeZXDU' 58px outside
wojewodzki_2023-2024_warminsko-mazurskie_q8_fig1.png	987867c0	stranded-label	med	'jest równa 384cm3.' 29px outside
wojewodzki_2023_lubuskie_q25_fig1.png	271771fe	stranded-label	med	'wybrany' 29px outside
wojewodzki_2023_lubuskie_q25_fig1.png	271771fe	stranded-label	med	'wynosi' 29px outside
wojewodzki_2023_mazowieckie_q8_fig1.png	a21eaa1f	stranded-label	med	'Rys. 1' 53px outside
wojewodzki_2023_mazowieckie_q8_fig2.png	a21eaa1f	stranded-label	med	'Rys. 2' 22px outside
wojewodzki_2024-2025_malopolskie_q14_fig2.png	0b6e61ad	stranded-label	med	'liczbę' 19px outside
wojewodzki_2024-2025_malopolskie_q14_fig2.png	0b6e61ad	stranded-label	med	'Odpowiedź: ……………………………................' 98px outside
wojewodzki_2024-2025_slaskie_q17_fig1.png	19a42c92	stranded-label	med	'boków' 0px outside
wojewodzki_2024-2025_slaskie_q17_fig1.png	19a42c92	stranded-label	med	'równe:' 5px outside
wojewodzki_2024-2025_slaskie_q18_fig1.png	0f913d46	stranded-label	med	'Zapisz' 7px outside
wojewodzki_2024_kujawsko-pomorskie_q11_fig1.png	37131c50	stranded-label	med	'A OŚWIATY' 53px outside
wojewodzki_2024_kujawsko-pomorskie_q12_fig1.png	a34842d7	stranded-label	med	'A OŚWIATY' 73px outside
wojewodzki_2024_lubelskie_q11_fig1.png	33b5c01e	stranded-label	med	'Wpisz tylko odpowiedź.' 13px outside
wojewodzki_2025-2026_slaskie_q17_fig1.png	ea22b32c	stranded-label	med	'punktem' 10px outside
wojewodzki_2025-2026_wielkopolskie_q16_fig1.png	65f8ba83	stranded-label	med	'|∢BCD|=|∢ADC|=600.' 13px outside
wojewodzki_2025_podkarpackie_q4_fig1.png	04ba989b	stranded-label	med	'AKLM' 32px outside
wojewodzki_2025_podkarpackie_q7_fig1.png	43453553	stranded-label	med	'i ￼' 54px outside
wojewodzki_2025_podkarpackie_q7_fig1.png	43453553	stranded-label	med	'AB' 95px outside
wojewodzki_2026_lubuskie_q10_fig1.png	2a0e80a5	stranded-label	med	'𝑎𝑒> 1                           D.' 36px outside
wojewodzki_2026_lubuskie_q10_fig1.png	2a0e80a5	stranded-label	med	'𝑎−𝑏+𝑐' 76px outside
wojewodzki_2026_lubuskie_q10_fig1.png	2a0e80a5	stranded-label	med	'𝑐−𝑑+𝑒> 0' 36px outside
wojewodzki_2026_podkarpackie_q1_fig1.png	4f4d4a34	stranded-label	med	'do ułożenia ￼' 4px outside
